source_field_name	source_value	output_field_name	output_value	encoding_rule	reversible	manual_review_needed	notes
margin_status	Positive	margin_status__positive	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
margin_status	[missing_like]	margin_status__missing	1	one_hot_encode	true	false	Missing-like source cells activate the dedicated missingness indicator.
menopause_status	Indeterminate (neither Pre or Postmenopausal)	menopause_status__indeterminate_neither_pre_or_postmenopausal	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
menopause_status	Peri (6-12 months since last menstrual period)	menopause_status__peri_6_12_months_since_last_menstrual_period	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
menopause_status	Post (prior bilateral ovariectomy OR >12 mo since LMP with no prior hysterectomy)	menopause_status__post_prior_bilateral_ovariectomy_or_12_mo_since_lmp_with_no_prior_hysterectomy	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
menopause_status	Pre (<6 months since LMP AND no prior bilateral ovariectomy AND not on estrogen replacement)	menopause_status__pre_6_months_since_lmp_and_no_prior_bilateral_ovariectomy_and_not_on_estrogen_replacement	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
menopause_status	[missing_like]	menopause_status__missing	1	one_hot_encode	true	false	Missing-like source cells activate the dedicated missingness indicator.
method_initial_path_dx	Core needle biopsy	method_initial_path_dx__core_needle_biopsy	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
method_initial_path_dx	Cytology (e.g. Peritoneal or pleural fluid)	method_initial_path_dx__cytology_e_g_peritoneal_or_pleural_fluid	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
method_initial_path_dx	Excisional Biopsy	method_initial_path_dx__excisional_biopsy	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
method_initial_path_dx	Fine needle aspiration biopsy	method_initial_path_dx__fine_needle_aspiration_biopsy	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
method_initial_path_dx	Incisional Biopsy	method_initial_path_dx__incisional_biopsy	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
method_initial_path_dx	Other method, specify:	method_initial_path_dx__other_method_specify	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
method_initial_path_dx	Tumor resection	method_initial_path_dx__tumor_resection	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
method_initial_path_dx	[missing_like]	method_initial_path_dx__missing	1	one_hot_encode	true	false	Missing-like source cells activate the dedicated missingness indicator.
pr_status_by_ihc	Indeterminate	pr_status_by_ihc__indeterminate	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
pr_status_by_ihc	Negative	pr_status_by_ihc__negative	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
pr_status_by_ihc	Positive	pr_status_by_ihc__positive	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
pr_status_by_ihc	[missing_like]	pr_status_by_ihc__missing	1	one_hot_encode	true	false	Missing-like source cells activate the dedicated missingness indicator.
race	AMERICAN INDIAN OR ALASKA NATIVE	race__american_indian_or_alaska_native	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
race	ASIAN	race__asian	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
race	BLACK OR AFRICAN AMERICAN	race__black_or_african_american	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
race	WHITE	race__white	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
race	[missing_like]	race__missing	1	one_hot_encode	true	false	Missing-like source cells activate the dedicated missingness indicator.
surgical_procedure_first	Lumpectomy	surgical_procedure_first__lumpectomy	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
surgical_procedure_first	Modified Radical Mastectomy	surgical_procedure_first__modified_radical_mastectomy	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
surgical_procedure_first	Other	surgical_procedure_first__other	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
surgical_procedure_first	Simple Mastectomy	surgical_procedure_first__simple_mastectomy	1	one_hot_encode	true	false	Exact raw source category activates this one-hot output column.
surgical_procedure_first	[missing_like]	surgical_procedure_first__missing	1	one_hot_encode	true	false	Missing-like source cells activate the dedicated missingness indicator.
